Checkpoint,Tiempo Absoluto (seg),Tiempo Desde Anterior (seg),Muertes entre checkpoints,Muertes totales,Disparos Blaster,Acertados Blaster,Fallados Blaster,Precisión Blaster (%),Disparos Escopeta,Acertados Escopeta,Fallados Escopeta,Precisión Escopeta (%),Disparos Totales,Acertados Totales,Fallados Totales,Precisión Total (%)
Checkpoint_10,31.60,0.00,1,1,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
